"setting","version","epoch","time"
3,1,94,363.920000000006
3,1,93,363.549999999996
3,2,85,612.5
3,1,92,373.379999999997
3,1,95,392.169999999998
3,2,88,573.870000000003
3,3,81,1085.56
3,2,86,584.810000000005
3,2,87,576.620000000003
3,1,96,368.279999999999
3,2,89,576.849999999999
3,1,97,369.379999999997
2,3,100,337.639999999999
3,2,90,588.75
3,1,98,367.190000000002
3,2,91,629.949999999997
3,1,99,353.139999999999
3,3,82,1104.53
3,2,94,587.439999999995
3,2,93,594.809999999998
3,1,100,362.050000000003
3,2,92,621.109999999993
3,2,95,619.209999999999
3,2,96,574.479999999996
3,2,97,582.159999999996
3,3,83,1098.2
3,2,98,572.959999999999
3,3,84,1154.99
3,2,99,559.080000000002
3,3,85,1131.84
3,3,88,1110.96
3,3,86,1095.94
3,3,87,1080.48
3,3,89,1094.63
3,2,100,578.360000000001
3,3,90,1105.89
4,1,81,1395.35
3,3,91,1158.93
3,3,94,1090.64000000001
3,3,93,1116.69
3,3,92,1136.66
3,3,95,1141.38
3,3,96,1094.82999999999
4,1,82,1482.72
3,3,97,1120.31
3,3,98,1090.3
3,3,99,1048.51
4,1,83,1432.95
3,3,100,1096.42
4,1,84,1499.41
4,1,88,1457.83
4,1,85,1501.04
4,1,87,1452.49
4,1,86,1479
4,1,89,1414.39
4,1,90,1461.67
5,1,81,1570.73
4,1,91,1562.45
4,1,94,1477.59
4,1,93,1447.2
4,1,96,1464.85
4,1,92,1519.43
4,1,95,1547.55
4,1,97,1478.34
4,1,98,1451.47
4,1,99,1399.47
5,1,82,1648.14
5,1,83,1584.8
4,1,100,1454.89
5,1,84,1637
5,1,88,1598.19
5,1,87,1591.94
5,1,89,1560.29
5,1,85,1640.74
5,1,86,1626.97
5,1,90,1602.64
5,2,81,1639.8
5,1,91,1705.86
5,1,93,1591.17
5,1,94,1618.98
5,1,96,1608.64
5,1,92,1665.67
5,1,97,1618.38
5,1,99,1545.19
5,1,95,1694.64
5,1,98,1590.92
5,2,82,1723.13
5,2,83,1658.7
5,1,100,1594.11
5,2,84,1717.88
5,2,89,1620.32999999999
5,2,87,1662.74
5,2,88,1668.75
5,2,85,1712.81
5,2,86,1706.07
5,2,90,1678.29
5,3,81,1886.6
5,2,93,1657.18
5,2,94,1686.2
5,2,91,1784.62
5,2,96,1668.66
5,2,99,1611.8
5,2,98,1649.92
5,2,97,1680.29
5,2,92,1736.45
5,2,95,1754
5,2,100,1645
5,3,82,1942.5
5,3,83,1885.78
5,3,89,1828.5
5,3,87,1862.99
5,3,88,1882.82
5,3,84,1940.32999999999
5,3,86,1892.89
5,3,85,1907.5
5,3,90,1859.92
5,3,93,1728.56
5,3,94,1717.21
5,3,96,1675.56
5,3,99,1600.67
5,3,91,1795.04
5,3,98,1615.77
5,3,97,1628.14
5,3,92,1662.2
5,3,95,1640.81
5,3,100,1411.45
