"setting","version","epoch","Y_0","Y"
1,3,60,NA,NA
2,1,51,0.14078794885,0.0516826923076923
2,1,50,0.14291394098,0.0587885985748219
2,1,49,0.13872722722,0.0504640371229698
2,1,52,0.13851684273,0.0552941176470588
2,2,41,0.13254400949,0.0579819277108434
2,2,42,0.13781165713,0.0730088495575221
2,1,53,0.13514094886,0.0659806295399516
2,1,54,0.13847116316,0.0416666666666667
2,1,55,0.13798529161,0.0617782909930716
2,1,56,0.13713031447,0.0464037122969838
2,2,43,0.14747398386,0.052827380952381
2,2,44,0.1397595437,0.062316715542522
2,2,45,0.13941547556,0.0687134502923977
2,2,46,0.14533138246,0.0694864048338369
2,3,42,0.13875022995,0.0731707317073171
2,3,41,0.133163664,0.0630841121495327
2,2,47,0.13999315723,0.0682471264367816
2,2,48,0.13875946682,0.0748502994011976
2,1,57,0.13453738188,0.0608433734939759
2,1,58,0.13608905024,0.0638424821002387
2,2,51,0.14212985532,0.0609375
2,2,50,0.14351397411,0.0636363636363636
2,2,52,0.14042434979,0.0552238805970149
2,2,49,0.13781836166,0.0456460674157303
2,1,59,0.13757669433,0.0586206896551724
2,2,53,0.13585932375,0.0647590361445783
2,1,60,0.13706146397,0.0506912442396313
2,2,54,0.14006985861,0.0419034090909091
2,2,55,0.13871036487,0.0662202380952381
2,3,43,0.15551188332,0.0637755102040816
2,3,44,0.14234400954,0.0662100456621005
2,3,45,0.13968890361,0.077906976744186
2,3,46,0.14876675825,0.09375
3,1,42,0.13974886944,0.0156025068484848
2,3,47,0.14233747246,0.076555023923445
2,2,56,0.13572647164,0.0420353982300885
2,3,48,0.13999317518,0.0775862068965517
3,1,41,0.13937390144,0.0447501678571429
2,3,51,0.14390069986,0.0634146341463415
2,3,50,0.14528647128,0.0495169082125604
2,3,52,0.13845444325,0.0495391705069124
2,3,53,0.14128332748,0.0821078431372549
2,3,49,0.13865593782,0.0549792531120332
2,2,57,0.13511557782,0.0525914634146341
2,2,58,0.13568509087,0.0510355029585799
2,3,54,0.14161792497,0.0353881278538813
2,3,55,0.13901650998,0.0547945205479452
3,1,43,0.16556371817,0.0603398180838323
2,2,59,0.13986723852,0.0605413105413105
3,1,44,0.14009616193,0.0167769045212766
2,2,60,0.13721991468,0.0523598820058997
3,1,45,0.15049587422,0.0704040659659091
3,1,46,0.14655405208,0.0244853208333333
2,3,56,0.13770512877,0.0514018691588785
3,1,48,0.14171703567,0.0359253117857143
3,1,47,0.14034351784,0.0243531682474227
3,1,51,0.14982334977,0.0233178280701754
3,1,50,0.15825435767,0.0907914191351351
3,1,52,0.14438897278,0.0298107536170213
3,1,53,0.13590706679,0.0368821324431818
3,2,42,0.13712730905,0.0196661005019305
2,3,58,0.13613934804,0.0657894736842105
2,3,57,0.13797157524,0.0657276995305164
3,2,41,0.13373122955,0.01690801
3,1,49,0.13846012461,0.0378413293717277
3,1,55,0.14008056182,0.020854329375
3,1,54,0.1413235446,0.0238042028804348
2,3,59,0.13856445299,0.0549065420560748
2,3,60,0.13804788187,0.0507246376811594
3,1,56,0.13390166758,0.0199284103389831
3,2,43,0.14466684573,0.0268583529044118
3,2,44,0.1397243257,0.0135623794833948
3,2,45,0.13857023221,0.012274128490566
3,2,46,0.14769361243,0.0142186409677419
3,2,48,0.13946014937,0.0254134344573643
3,1,58,0.13610328436,0.0168131254098361
3,1,57,0.13707434504,0.0266476813586957
3,2,47,0.14033607537,0.0162736293006993
3,2,51,0.1465076352,0.0186096551660517
3,2,50,0.14327341334,0.0215004290035587
3,1,59,0.13544803141,0.0234183394797688
3,2,53,0.13728688131,0.0300596903816794
3,2,52,0.13922535487,0.0217365461805556
3,1,60,0.15219461497,0.0493991855319149
3,2,49,0.13944441448,0.028957054778157
3,2,55,0.14081582733,0.0179845175954198
3,2,54,0.14251758768,0.0211306914878893
3,2,56,0.13413963405,0.0163925619343066
3,3,42,0.13552305,0.0135524966062176
3,2,58,0.1371876156,0.027491646741573
3,3,41,0.13390618516,0.0116173585822785
3,2,57,0.13497108406,0.0195029924
3,2,59,0.13705965312,0.0188869809225092
3,2,60,0.13958878733,0.0186323496864111
3,3,43,0.14415175577,0.0280726285786802
3,3,45,0.13864582765,0.00858025382871536
3,3,44,0.13817742277,0.00653797702290076
3,3,48,0.1411730755,0.0184548368421053
3,3,46,0.14403056971,0.0080813256372549
3,3,51,0.14342991725,0.00985421809523809
3,3,47,0.13973784268,0.0114890877669903
3,3,50,0.14072240268,0.0182389866504854
3,3,53,0.13758903819,0.00991184855721393
3,3,52,0.13786864647,0.0102948531343284
3,3,55,0.13763313409,0.0137322694878049
3,3,49,0.13579184911,0.0130372606954436
3,3,54,0.13837717269,0.010484507173913
3,3,56,0.13537363364,0.008131847825
3,3,58,0.13503291371,0.00957243341025641
3,3,57,0.13353954488,0.0156831504603581
3,3,59,0.13551030648,0.00840672167088608
4,1,42,0.13530301926,0.02520992866
3,3,60,0.13664945315,0.010515300391198
4,1,41,0.13358666635,0.020518271
4,1,43,0.14440290354,0.02639879388
4,1,45,0.13848855619,0.02262173676
4,1,48,0.13865493914,0.02538633312
4,1,44,0.1385277633,0.0188740759
4,1,46,0.14319217621,0.0210443587
4,1,51,0.14075986478,0.02447341286
4,1,50,0.13985679944,0.02343879912
4,1,53,0.13545583392,0.01900107132
4,1,47,0.13878056175,0.02269055474
4,1,52,0.13748782985,0.02492224834
4,1,55,0.13680291201,0.0264762154
4,1,54,0.13780831988,0.01777560498
4,1,49,0.13541945307,0.0159150921
4,1,56,0.1362227228,0.01798095764
4,1,58,0.13435967176,0.02669643894
4,1,57,0.13396801102,0.0194543629
4,1,59,0.13639944553,0.02238514892
5,1,42,0.13540488019,0.02494929002
4,1,60,0.13604978553,0.02443320112
5,1,41,0.13354280365,0.02018835556
5,1,43,0.14449101611,0.02470855438
5,1,45,0.13838701149,0.02003897664
5,1,48,0.13846605884,0.02284063642
5,1,51,0.14106520316,0.0222440679
5,1,46,0.14319171218,0.01925562392
5,1,44,0.13842072766,0.0178327659
5,1,53,0.13537862756,0.01698943238
5,1,50,0.13996536514,0.02262089792
5,1,47,0.13857022161,0.017550521
5,1,52,0.13773653748,0.02248521678
5,1,55,0.1366550439,0.02059001406
5,1,54,0.13809937391,0.01582440638
5,1,56,0.13563834137,0.01487404068
5,1,49,0.13542372913,0.01367711028
5,1,58,0.13437608014,0.02452707944
5,1,57,0.13394089872,0.01791419516
5,1,59,0.13623225779,0.01975939236
5,2,42,0.13525390743,0.02232827338
