"setting","version","epoch","Y_0","Y"
5,1,60,0.13638856994,0.0215503197
5,2,41,0.13378048609,0.01932422638
5,2,43,0.14412037546,0.0213004548
5,2,51,0.14130776711,0.0214225533
5,2,48,0.1384750752,0.02186730576
5,2,45,0.1383423743,0.01811104606
5,2,46,0.14283746711,0.01767926788
5,2,44,0.13830634205,0.01547632108
5,2,53,0.13551060726,0.01505854722
5,2,50,0.1397343142,0.01681105248
5,2,47,0.13845439127,0.01650878358
5,2,52,0.13746305259,0.02137593298
5,2,54,0.13808085625,0.01487225832
5,2,55,0.1370313682,0.0173081071
5,2,56,0.13569698577,0.0152194927
5,2,58,0.13457393732,0.02427521848
5,2,49,0.13543372759,0.01318756078
5,2,59,0.13601316155,0.01824644046
5,2,57,0.1336917493,0.01624467262
5,2,60,0.13644497652,0.02046634174
5,3,42,0.13523899142,0.01729445648
1,1,61,NA,NA
1,2,61,NA,NA
1,3,61,NA,NA
5,3,41,0.13330374028,0.01111413064
1,1,62,NA,NA
1,2,62,NA,NA
1,3,62,NA,NA
5,3,43,0.14381206224,0.0143406347
1,1,63,NA,NA
1,2,63,NA,NA
1,3,63,NA,NA
5,3,51,0.14122120538,0.01632061778
1,1,64,NA,NA
1,2,64,NA,NA
1,3,64,NA,NA
5,3,48,0.1385855608,0.01331095652
1,1,65,NA,NA
1,2,65,NA,NA
1,3,65,NA,NA
5,3,45,0.13842714577,0.01245884852
1,1,66,NA,NA
1,2,66,NA,NA
1,3,66,NA,NA
5,3,46,0.1434322218,0.01208408708
1,1,67,NA,NA
1,2,67,NA,NA
1,3,67,NA,NA
2,1,61,0.13218626869,0.0472027972027972
5,3,44,0.1383229563,0.01109703352
1,1,68,NA,NA
1,2,68,NA,NA
1,3,68,NA,NA
5,3,53,0.13553439951,0.0095985688
1,1,69,NA,NA
1,2,69,NA,NA
1,3,69,NA,NA
5,3,50,0.13912230565,0.01169428412
1,1,70,NA,NA
1,2,70,NA,NA
1,3,70,NA,NA
2,1,62,0.13659933259,0.0608591885441527
5,3,52,0.13681983494,0.01231055552
1,1,71,NA,NA
1,2,71,NA,NA
1,3,71,NA,NA
5,3,58,0.13465662703,0.01727231856
1,1,72,NA,NA
1,2,72,NA,NA
1,3,72,NA,NA
5,3,47,0.1389106575,0.00890282732
1,1,73,NA,NA
1,2,73,NA,NA
1,3,73,NA,NA
5,3,54,0.13792779413,0.01283144118
1,1,74,NA,NA
1,2,74,NA,NA
1,3,74,NA,NA
2,1,63,0.13834225662,0.0565268065268065
5,3,55,0.13649739315,0.01177449594
1,1,75,NA,NA
5,3,56,0.13542507302,0.01149161932
1,2,75,NA,NA
1,3,75,NA,NA
1,1,76,NA,NA
1,2,76,NA,NA
1,3,76,NA,NA
5,3,59,0.13574745824,0.01396574076
1,1,77,NA,NA
1,2,77,NA,NA
1,3,77,NA,NA
2,1,64,0.14049178803,0.0674603174603175
5,3,57,0.1337546375,0.011977367
1,1,78,NA,NA
1,2,78,NA,NA
1,3,78,NA,NA
2,1,65,0.13724884563,0.0704976303317536
2,2,61,0.1322935743,0.043859649122807
2,1,66,0.13525262472,0.0517647058823529
5,3,49,0.13517540137,0.0052372239
1,1,79,NA,NA
1,2,79,NA,NA
1,3,79,NA,NA
2,1,67,0.1326733843,0.0446009389671361
2,1,68,0.13440442193,0.0644028103044497
2,2,62,0.13776920873,0.0575757575757576
2,1,69,0.13949294401,0.0573770491803279
2,1,70,0.14141441563,0.0475308641975309
2,2,63,0.13783739408,0.0511695906432749
2,3,61,0.13285283022,0.0558139534883721
2,1,71,0.13895876031,0.0542452830188679
2,1,73,0.13716522982,0.0569007263922518
2,1,72,0.13715832013,0.0724465558194774
2,1,74,0.13481869658,0.0641330166270784
2,1,75,0.13657893606,0.0515222482435597
2,1,76,0.1398407509,0.0594965675057208
2,2,65,0.13670064509,0.0657894736842105
2,2,64,0.13970484306,0.0690883190883191
5,3,60,0.13628302087,0.01276319572
2,3,62,0.14243057263,0.0593023255813954
1,1,80,NA,NA
1,2,80,NA,NA
1,3,80,NA,NA
2,2,66,0.13550561912,0.0443786982248521
2,1,77,0.14230896275,0.0582352941176471
2,1,78,0.13277667161,0.0445783132530121
2,2,67,0.1347955422,0.0576347305389222
2,1,79,0.14536159652,0.0649038461538462
2,2,68,0.13317721537,0.0595588235294118
2,2,69,0.14009748861,0.0653495440729483
2,2,70,0.14076468501,0.0537313432835821
2,3,63,0.1392745012,0.0591787439613527
3,1,61,0.13384254539,0.027054014127907
2,3,65,0.13864862107,0.0681818181818182
2,3,64,0.14128369553,0.0698198198198198
2,2,71,0.13818770459,0.046969696969697
2,2,73,0.13836740694,0.0579268292682927
3,1,62,0.1370733425,0.0322647016939891
2,3,66,0.14076158074,0.0707762557077626
2,2,72,0.13745032184,0.0665204678362573
2,2,74,0.13453763822,0.0542813455657492
2,3,67,0.13636286911,0.0642857142857143
2,2,75,0.13976700899,0.0548961424332344
2,2,76,0.14029715907,0.0608695652173913
2,3,69,0.14058033919,0.0899532710280374
2,3,68,0.13370573961,0.0770089285714286
2,2,77,0.14778242348,0.0660660660660661
2,3,70,0.1417531396,0.0765765765765766
2,2,78,0.13294518572,0.05078125
3,1,63,0.13855217424,0.0260324865517241
2,2,79,0.14295171325,0.0669781931464174
2,1,80,0.13171636496,0.0685011709601874
3,1,65,0.13692607938,0.0115367856521739
2,3,71,0.13973414715,0.0670731707317073
3,1,64,0.14106087795,0.026111665359116
2,3,73,0.1390962975,0.0528169014084507
3,2,61,0.13211780103,0.0143064138888889
2,3,72,0.13784901975,0.0844907407407407
2,3,74,0.14011477612,0.0630733944954128
3,1,66,0.13442754634,0.0221298914054054
2,3,75,0.13734283174,0.0585585585585586
3,1,67,0.13446778362,0.0203142352
2,3,76,0.14147879323,0.0638766519823789
3,1,69,0.14197752203,0.0288927669021739
2,3,77,0.14705921168,0.0876168224299065
3,1,68,0.13570820236,0.024975585359116
3,2,62,0.13656587523,0.0251409814828897
2,3,78,0.13689766064,0.0588942307692308
3,1,70,0.14783222959,0.0524327990322581
2,3,79,0.14169826201,0.0641025641025641
3,1,71,0.13856716436,0.0197770331868132
3,1,73,0.14114676843,0.038773675
3,2,63,0.13764100661,0.0168824602930403
2,2,80,0.13156363266,0.0659824046920821
3,1,72,0.13804004719,0.0172679152247191
3,1,74,0.13600505287,0.0411308821538462
3,1,75,0.14043162554,0.0198015024175824
3,1,76,0.1399429797,0.0195076892896175
3,2,65,0.13631427847,0.0147194253979239
3,2,64,0.13976040514,0.0201166612592593
3,1,77,0.14240950232,0.0158028998895028
3,1,78,0.13406449096,0.0509466469142857
3,2,66,0.13559097695,0.017044671294964
3,1,79,0.14613800943,0.0349694799459459
3,2,67,0.13550413796,0.024031824962406
3,2,69,0.13689562799,0.0255341111397059
3,2,68,0.13458488827,0.020875935480427
3,2,70,0.1393498651,0.0169459996797153
2,3,80,0.13607351432,0.075609756097561
3,3,61,0.13230995578,0.00639034489690722
3,2,73,0.13768707363,0.0337811027203065
3,2,71,0.13739054962,0.01482102
3,2,72,0.13834167822,0.0300023312765957
3,2,75,0.13610418241,0.0171751349084249
3,2,74,0.13267052353,0.0138407560869565
3,2,76,0.13954756735,0.0178383180782918
3,3,62,0.13576234479,0.0121367363819095
3,2,77,0.14087815997,0.0105308851971326
3,2,78,0.13062357859,0.0207661648484848
3,1,80,0.13301525311,0.0151761576436782
3,2,79,0.14781560613,0.0425137985714286
3,3,63,0.13724117036,0.0113312239598997
3,3,64,0.13688883572,0.0139996141794872
3,3,65,0.13565660447,0.0108831727407407
3,3,66,0.13531709588,0.0100998274937343
3,3,67,0.13358506017,0.0155575173007712
3,3,69,0.13876678808,0.0193568545024876
3,3,68,0.13366258478,0.0118467281372549
3,3,70,0.13835786247,0.0116501416584158
3,2,80,0.13267223133,0.0202250981273408
3,3,73,0.13596905315,0.0171020399744898
3,3,71,0.13720672541,0.0149883135643564
3,3,72,0.13648562468,0.0129394159193955
3,3,75,0.13622268022,0.0115524789473684
3,3,74,0.13302566002,0.00525917548309179
3,3,76,0.13977920912,0.015199526962963
4,1,61,0.13144259979,0.02411539038
3,3,77,0.14109379835,0.00930712105263158
3,3,78,0.13043812724,0.0138240999502488
3,3,79,0.14173147271,0.0075193125
4,1,62,0.13671766729,0.02197460822
4,1,63,0.13755818982,0.02568910708
3,3,80,0.13226790779,0.0144529172727273
4,1,64,0.13708949696,0.01749260318
4,1,65,0.13551653894,0.02160330098
4,1,66,0.13517619418,0.02448810632
4,1,67,0.13334090005,0.02168888248
4,1,70,0.14051729412,0.0217013631
4,1,68,0.13431215048,0.02261091582
4,1,69,0.13731392979,0.01927260938
4,1,73,0.13484981407,0.02306178514
4,1,71,0.13669787684,0.01865257092
4,1,72,0.1366986734,0.02917218772
4,1,75,0.13573587424,0.02405806982
4,1,78,0.13029905357,0.02379356032
4,1,79,0.14206434904,0.0277125728
4,1,77,0.14119653022,0.02542688634
4,1,74,0.13308739499,0.02345227598
4,1,76,0.1390574061,0.01936503486
5,1,61,0.13154909623,0.02452803086
5,1,62,0.13654607505,0.01961722806
5,1,63,0.13729477897,0.02234561482
4,1,80,0.13138327344,0.02297401116
5,1,64,0.13697280033,0.01766857702
5,1,66,0.13496290915,0.02207866546
5,1,65,0.13551857325,0.02215053764
5,1,67,0.13294473265,0.02213295966
5,1,70,0.14024450274,0.01965687686
5,1,68,0.13430954671,0.01913998876
5,1,73,0.13496951078,0.0220547774
5,1,69,0.13736331184,0.01896122526
5,1,71,0.13658448566,0.01879222594
5,1,72,0.13620548279,0.0246046535
5,1,79,0.14199358962,0.02584502696
5,1,75,0.13522609552,0.02122346484
5,1,78,0.13055189363,0.02274780048
5,1,77,0.14096545927,0.02254307682
5,2,61,0.13192469219,0.01952474584
5,1,76,0.13906336021,0.0173971962
5,1,74,0.1327721859,0.02206184228
5,2,62,0.13658721797,0.0181270464
5,1,80,0.13185374515,0.02063153562
5,2,63,0.13694805096,0.01864327614
5,2,64,0.13687658656,0.01647701582
5,2,66,0.13514733397,0.01924659296
5,2,65,0.13544710436,0.01892056012
5,2,67,0.13288132093,0.0200560059
5,2,70,0.13998607891,0.01705766414
5,2,73,0.13496591016,0.01988449702
5,2,68,0.13423177716,0.01709457986
5,2,69,0.13725529495,0.01603668976
5,2,72,0.13608860864,0.0191686751
5,2,71,0.13641641808,0.01696526574
5,2,79,0.14133868696,0.02184727584
5,2,78,0.13069435825,0.02006491504
5,2,75,0.13530033493,0.01715370684
5,2,77,0.14144001172,0.01878464106
5,2,76,0.13900461111,0.0163770473
5,2,74,0.13295068809,0.0182181175
5,3,61,0.13198849319,0.01678087412
1,1,81,NA,NA
1,2,81,NA,NA
1,3,81,NA,NA
5,3,62,0.13634655408,0.01386673954
1,1,82,NA,NA
1,2,82,NA,NA
1,3,82,NA,NA
5,2,80,0.13178707771,0.01813251942
5,3,63,0.13664554666,0.01367326708
1,1,83,NA,NA
1,2,83,NA,NA
2,1,81,0.1364747703,0.058433734939759
1,3,83,NA,NA
5,3,64,0.13686606687,0.01021379922
1,1,84,NA,NA
1,2,84,NA,NA
1,3,84,NA,NA
5,3,66,0.13565434525,0.0163656622
1,1,85,NA,NA
1,2,85,NA,NA
1,3,85,NA,NA
5,3,65,0.13544045337,0.01585284846
1,1,86,NA,NA
5,3,67,0.13255137755,0.0138493205
1,2,86,NA,NA
1,3,86,NA,NA
1,1,87,NA,NA
1,2,87,NA,NA
1,3,87,NA,NA
5,3,73,0.13491777302,0.01256519122
1,1,88,NA,NA
1,2,88,NA,NA
1,3,88,NA,NA
5,3,70,0.1397374456,0.01395423434
1,1,89,NA,NA
1,2,89,NA,NA
1,3,89,NA,NA
2,1,82,0.13802496933,0.0609756097560976
5,3,68,0.13397602413,0.0146517015
1,1,90,NA,NA
1,2,90,NA,NA
1,3,90,NA,NA
5,3,69,0.13761426708,0.01393352734
1,1,91,NA,NA
1,2,91,NA,NA
1,3,91,NA,NA
2,2,81,0.13721805044,0.0597826086956522
2,1,83,0.14041214814,0.0738095238095238
2,1,84,0.1418670871,0.0645539906103286
5,3,79,0.14159629023,0.01647177264
1,1,92,NA,NA
1,2,92,NA,NA
1,3,92,NA,NA
5,3,72,0.13614901935,0.01343994002
1,1,93,NA,NA
1,2,93,NA,NA
1,3,93,NA,NA
5,3,71,0.13674104516,0.01273751998
1,1,94,NA,NA
1,2,94,NA,NA
1,3,94,NA,NA
5,3,78,0.13090522912,0.01354625032
1,1,95,NA,NA
1,2,95,NA,NA
1,3,95,NA,NA
2,1,85,0.13179188276,0.0554245283018868
2,2,82,0.13877416481,0.0632621951219512
5,3,75,0.13500918762,0.01510216226
1,1,96,NA,NA
1,2,96,NA,NA
1,3,96,NA,NA
2,1,86,0.14023781112,0.0488095238095238
2,3,81,0.13889142896,0.0618932038834951
2,1,87,0.13392134074,0.0614849187935035
2,1,88,0.13997209936,0.0514354066985646
5,3,77,0.14151798453,0.01331947246
1,1,97,NA,NA
1,2,97,NA,NA
1,3,97,NA,NA
2,1,89,0.13983898719,0.051909307875895
5,3,76,0.13853235453,0.01231184626
1,1,98,NA,NA
1,2,98,NA,NA
2,1,90,0.13350651036,0.0533175355450237
1,3,98,NA,NA
2,1,91,0.14197839094,0.0632250580046404
5,3,74,0.13296736943,0.01412462904
1,1,99,NA,NA
1,2,99,NA,NA
1,3,99,NA,NA
2,2,83,0.14160861692,0.0727554179566563
2,3,82,0.13934589442,0.077970297029703
2,2,84,0.14101907817,0.0652173913043478
3,1,81,0.13845937614,0.038112690505618
2,2,85,0.13209298273,0.053030303030303
5,3,80,0.13199587889,0.01151231068
1,1,100,NA,NA
1,2,100,NA,NA
1,3,100,NA,NA
2,1,93,0.13049942894,0.0485611510791367
2,1,92,0.13763294608,0.0586854460093897
2,1,94,0.135928917,0.0573671497584541
2,2,86,0.14080242569,0.0471976401179941
2,2,88,0.13957443609,0.0444277108433735
2,1,95,0.14351753996,0.0620525059665871
2,2,87,0.13287777052,0.0524425287356322
2,2,89,0.14016046188,0.0558823529411765
2,1,96,0.14405047025,0.0638297872340425
2,1,97,0.13827464017,0.0611510791366906
2,3,83,0.13962727599,0.0649038461538462
2,2,90,0.13440416325,0.0557184750733138
2,3,84,0.14403669498,0.0813106796116505
3,1,82,0.15438472904,0.0913573942372881
2,2,91,0.14174208066,0.0621301775147929
2,1,98,0.13463073981,0.0566265060240964
2,3,85,0.13317780291,0.0579710144927536
2,1,99,0.13924581847,0.0571428571428571
2,3,86,0.14161659036,0.0476744186046512
2,3,88,0.13986429571,0.0457920792079208
2,3,87,0.13481690493,0.0690045248868778
3,2,81,0.13805095321,0.0303806917153285
2,3,89,0.14015854282,0.0604166666666667
2,2,93,0.13094743646,0.0411764705882353
2,2,94,0.13702483692,0.0574534161490683
2,2,92,0.13741251302,0.0545058139534884
2,2,95,0.144136337,0.0688854489164087
2,3,90,0.13592426398,0.0655940594059406
3,1,83,0.13946005547,0.0175530599459459
2,1,100,0.14125783035,0.0605700712589074
2,3,91,0.14227343143,0.0598086124401914
3,1,84,0.14661392074,0.0520031989617486
2,2,96,0.14278793189,0.0590490797546012
2,2,97,0.1385856572,0.0621301775147929
3,1,85,0.13455717834,0.0267937486187845
2,2,98,0.13519085111,0.0642857142857143
3,2,82,0.1389096681,0.0307813674358974
3,1,88,0.14465716191,0.0233303365454545
3,1,86,0.142345687,0.02386925875
3,1,87,0.14127642381,0.0445911040935673
3,1,89,0.14819661561,0.0513806084745763
2,3,94,0.13638773392,0.0591787439613527
2,3,93,0.13230127862,0.0484234234234234
2,2,99,0.13978994334,0.0592307692307692
2,3,95,0.1449493811,0.0669191919191919
2,3,92,0.13731929613,0.046875
3,1,90,0.13738049369,0.0254122456571429
2,3,96,0.14248614506,0.047979797979798
3,1,91,0.14495897162,0.0161763565263158
2,3,97,0.1392699733,0.0651162790697674
2,2,100,0.14122647667,0.0630630630630631
3,2,83,0.13766474555,0.0120637669888476
2,3,98,0.13659391347,0.083743842364532
3,2,84,0.13995233939,0.0266491248214286
2,3,99,0.1402003428,0.0606796116504854
3,1,94,0.13688771893,0.0242777367613636
3,1,93,0.13287572942,0.023084356440678
3,2,85,0.13267048638,0.0282801767474048
3,1,92,0.13787219047,0.0162708219337017
3,1,95,0.14746859901,0.0325924862051282
3,2,88,0.1416399746,0.0205592513127413
3,3,81,0.13501678406,0.0127376307360406
3,2,86,0.13905088264,0.022648581870229
3,2,87,0.13551443398,0.0243866271755725
3,1,96,0.14740876487,0.0444155511111111
3,2,89,0.14073914626,0.0383830478021978
3,1,97,0.14203932881,0.0210524571505376
2,3,100,0.14385413369,0.0619047619047619
3,2,90,0.13362229479,0.0196986621641791
3,1,98,0.13841609694,0.047119377877095
3,2,91,0.142704512,0.018132014467354
3,1,99,0.14526110406,0.0261904878488372
3,3,82,0.13852747504,0.0177871580357143
3,2,94,0.1349352538,0.0117306505223881
3,2,93,0.13009085965,0.0226153115523466
3,1,100,0.1439607375,0.0128721556179775
3,2,92,0.13728060908,0.0148093752595156
3,2,95,0.14478008684,0.0216615613541667
3,2,96,0.14303980926,0.0175355944150943
3,2,97,0.14043123943,0.0161731390774908
3,3,83,0.13729917369,0.00924611554987212
3,2,98,0.13358751042,0.0183607384962406
3,3,84,0.13974893709,0.0179329092978208
3,2,99,0.14442546568,0.0135217483969466
3,3,85,0.13219983607,0.0162301091066998
3,3,88,0.14118049798,0.0148809898730964
3,3,86,0.13774626847,0.00681867455242967
3,3,87,0.13554752093,0.0244509406169666
3,3,89,0.13883564596,0.0144779925185185
3,2,100,0.14351815466,0.0121158896309963
3,3,90,0.13314872695,0.0135468127860697
4,1,81,0.135673282,0.02433091878
3,3,91,0.14177469535,0.0150393223514851
3,3,94,0.13459455389,0.00995636196969697
3,3,93,0.13024574106,0.0184372932432432
3,3,92,0.13637287772,0.011481962925
3,3,95,0.14317779829,0.00872052736453202
3,3,96,0.1416019572,0.0101098494642857
4,1,82,0.13853091178,0.02303325996
3,3,97,0.13799547206,0.0158577151306413
3,3,98,0.13298222478,0.0108715714676617
3,3,99,0.14142042585,0.0116541719387755
4,1,83,0.13704757287,0.01845606144
3,3,100,0.1417270197,0.00864417633165829
4,1,84,0.13813014162,0.0226045946
4,1,88,0.13825602368,0.02340342794
4,1,85,0.13072433968,0.02270054568
4,1,87,0.13318778421,0.02433883116
4,1,86,0.13831926999,0.02224359112
4,1,89,0.13839926642,0.0206453887
4,1,90,0.13243753408,0.02496509314
5,1,81,0.13546501561,0.02140993484
4,1,91,0.1405955059,0.02413721988
4,1,94,0.13473145058,0.02643371446
4,1,93,0.12844148663,0.02173092408
4,1,96,0.14147639169,0.02109178478
4,1,92,0.13621716008,0.0206316893
4,1,95,0.14187984539,0.01731605174
4,1,97,0.13844753924,0.0209073074
4,1,98,0.13295307357,0.02282527166
4,1,99,0.13919759597,0.02648340622
5,1,82,0.13807862105,0.02168893794
5,1,83,0.13683876986,0.01711129794
4,1,100,0.14135814197,0.01734144376
5,1,84,0.13837914156,0.02197932142
5,1,88,0.13832396578,0.02459305008
5,1,87,0.13341221536,0.02306878256
5,1,89,0.13836213498,0.01885017328
5,1,85,0.130745582,0.01991641742
5,1,86,0.13821376408,0.0193415528
5,1,90,0.13245569538,0.0224272602
5,2,81,0.13566555182,0.01924897528
5,1,91,0.14066480082,0.02293675448
5,1,93,0.12873445591,0.01897834528
5,1,94,0.1347700556,0.0235715617
5,1,96,0.14120741139,0.01968874754
5,1,92,0.13639784216,0.0193543794
5,1,97,0.13812360797,0.02064205282
5,1,99,0.13874466381,0.02076856934
5,1,95,0.14180446497,0.01568654944
5,1,98,0.13280512368,0.02089003064
5,2,82,0.13824588564,0.0203744323
5,2,83,0.13701250595,0.01570059928
5,1,100,0.14122789036,0.01543573894
5,2,84,0.13805061048,0.01708214864
5,2,89,0.13830075054,0.01767522192
5,2,87,0.13330706706,0.02341703306
5,2,88,0.13821339667,0.02241841184
5,2,85,0.13060554737,0.02078216538
5,2,86,0.13830803147,0.01911041394
5,2,90,0.13243906677,0.02152335152
5,3,81,0.13544247623,0.01247386636
5,2,93,0.1285037437,0.01707706074
5,2,94,0.13522195603,0.02065047628
5,2,91,0.14067743664,0.01990130852
5,2,96,0.14156691912,0.01649988754
5,2,99,0.13895553583,0.0177149323
5,2,98,0.13261557836,0.01564159586
5,2,97,0.13872279921,0.01890830154
5,2,92,0.13610031197,0.0151647992
5,2,95,0.14199994629,0.01443913168
5,2,100,0.14130039361,0.01302858204
5,3,82,0.13859643083,0.01471390306
5,3,83,0.13698520652,0.01189262732
5,3,89,0.13863076475,0.01375904196
5,3,87,0.13393068314,0.01910348228
5,3,88,0.1389132085,0.0149356402
5,3,84,0.13837902592,0.00987650582
5,3,86,0.13797309732,0.01036419592
5,3,85,0.13068368377,0.00935320654
5,3,90,0.13285337752,0.01418690208
5,3,93,0.12875941056,0.01073427888
5,3,94,0.13477263188,0.01283349706
5,3,96,0.14107623377,0.0105575502
5,3,99,0.13900583086,0.0130331366
5,3,91,0.13995561826,0.01165154258
5,3,98,0.13308901908,0.01057421426
5,3,97,0.13885116251,0.01129367254
5,3,92,0.1358611016,0.01244908606
5,3,95,0.14216226284,0.01170989704
5,3,100,0.141423237,0.00906485498
